"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
10919645,2,"C","Kiyohara","C",""
10919645,3,"T","Marugame","T",""
10919645,4,"S","Shinomiya","S",""
10919645,5,"E","Tsuji","E",""
10919645,6,"K","Handa","K",""
10919645,7,"H","Hayabuchi","H",""
10919645,8,"K","Onuma","K",""
10919645,9,"H","Hamada","H",""
10919645,10,"H","Koga","H",""
10919645,11,"S","Kono","S",""
10919741,1,"T R","Fennell","TR","Chemical Industry Institute of Toxicology, Research Triangle Park, North Carolina 27709, USA. Fennell@CIIT.ORG"
10919741,2,"J P","MacNeela","JP",""
10919741,3,"R W","Morris","RW",""
10919741,4,"M","Watson","M",""
10919741,5,"C L","Thompson","CL",""
10919741,6,"D A","Bell","DA",""
10921002,1,"J","Gao","J","Department of Hygiene, Zhenjiang Medical College."
10921002,2,"C","Ren","C",""
10921002,3,"Q","Zhang","Q",""
10923314,1,"S","Gronau","S","Hals-Nasen-Ohrenklinik der Universität Ulm."
10923314,2,"D","König-Greger","D",""
10923314,3,"G","Rettinger","G",""
10923314,4,"H","Riechelmann","H",""
10927022,1,"F P","Chou","FP","Institute of Biochemistry, Chung Shan Medical and Dental College, Taichung, Taiwan."
10927022,2,"Y C","Chu","YC",""
10927022,3,"J D","Hsu","JD",""
10927022,4,"H C","Chiang","HC",""
10927022,5,"C J","Wang","CJ",""
10940507,1,"I","Saadat","I","Department of Biology, College of Sciences, Shiraz University, 71454, Shiraz, Iran."
10940507,2,"M","Saadat","M",""
10952095,1,"J W","Lampe","JW","Cancer Prevention Research Program, Fred Hutchinson Cancer Research Center, Seattle, Washington 98109-1024, USA. jlampe@fhcrc.org"
10952095,2,"C","Chen","C",""
10952095,3,"S","Li","S",""
10952095,4,"J","Prunty","J",""
10952095,5,"M T","Grate","MT",""
10952095,6,"D E","Meehan","DE",""
10952095,7,"K V","Barale","KV",""
10952095,8,"D A","Dightman","DA",""
10952095,9,"Z","Feng","Z",""
10952095,10,"J D","Potter","JD",""
10952100,1,"N","Malats","N","International Agency for Research on Cancer, Lyon, France. nuria@imim.es"
10952100,2,"A M","Camus-Radon","AM",""
10952100,3,"F","Nyberg","F",""
10952100,4,"W","Ahrens","W",""
10952100,5,"V","Constantinescu","V",""
10952100,6,"A","Mukeria","A",""
10952100,7,"S","Benhamou","S",""
10952100,8,"H","Batura-Gabryel","H",""
10952100,9,"I","Bruske-Hohlfeld","I",""
10952100,10,"L","Simonato","L",""
10952100,11,"A","Menezes","A",""
10952100,12,"S","Lea","S",""
10952100,13,"M","Lang","M",""
10952100,14,"P","Boffetta","P",""
10953966,1,"D","Sinnett","D","Service d'Hématologie-Oncologie, Centre de Cancérologie Charles-Bruneau, Hôpital Sainte-Justine, Montréal, Québec, Canada. sinnettd@ere.umontreal.ca"
10953966,2,"M","Krajinovic","M",""
10953966,3,"D","Labuda","D",""
10965818,1,"T V","Kondratieva","TV","Dept. of Pediatric Surgery, L.A. Polenov Neurosurgery Institute, St. Petersburg, Russia."
10965818,2,"E N","Imyanitov","EN",""
10965818,3,"A V","Togo","AV",""
10965818,4,"O A","Zaitseva","OA",""
10965818,5,"O S","Yatsuk","OS",""
10965818,6,"S M","Romanenko","SM",""
10965818,7,"V P","Bersnev","VP",""
10965818,8,"K P","Hanson","KP",""
10970445,1,"L E","Johns","LE","Section of Cancer Genetics, Institute of Cancer Research, Sutton SM2 5NG, UK. r.houlston@icr.ac.uk"
10970445,2,"R S","Houlston","RS",""
10971201,1,"J D","Hayes","JD","Biomedical Research Centre, Ninewells Hospital and Medical School, University of Dundee, UK. hayes@icrf.icnet.uk"
10971201,2,"R C","Strange","RC",""
10975607,1,"T","Duzhak","T","Institute of Molecular Biology and Biophysics, Novosibirsk, Russia. impeb@cyber.ma.nsc.ru"
10975607,2,"D","Mitrofanov","D",""
10975607,3,"V","Ostashevskii","V",""
10975607,4,"N","Gutkina","N",""
10975607,5,"O","Chasovnikova","O",""
10975607,6,"O","Posukh","O",""
10975607,7,"L","Osipova","L",""
10975607,8,"V V","Lyakhovich","VV",""
10975609,1,"S","Ramachandran","S","Centre for Cell and Molecular Medicine, School of Postgraduate Medicine, Keele University, North Staffordshire Hospital, UK."
10975609,2,"P R","Hoban","PR",""
10975609,3,"F","Ichii-Jones","F",""
10975609,4,"L","Pleasants","L",""
10975609,5,"F","Ali-Osman","F",""
10975609,6,"J T","Lear","JT",""
10975609,7,"A G","Smith","AG",""
10975609,8,"B","Bowers","B",""
10975609,9,"P W","Jones","PW",""
10975609,10,"A A","Fryer","AA",""
10975609,11,"R C","Strange","RC",""
10984680,1,"N A","Kocabaş","NA","Department of Toxicology, Faculty of Pharmacy, Gazi University, Hipodrom, 06330, Ankara, Turkey."
10984680,2,"B","Karahalil","B",""
10984680,3,"A E","Karakaya","AE",""
10984680,4,"S","Sardaş","S",""
10984688,1,"E","Grzybowska","E","Department of Tumor Biology, Centre of Oncology, Maria Sklodowska-Curie Memorial Institute, Wybrzeze Armii Krajowej 15, 44-101, Gliwice, Poland. ewagrzybo@yahoo.com"
10984688,2,"D","Butkiewicz","D",""
10984688,3,"G","Motykiewicz","G",""
10984688,4,"M","Chorazy","M",""
10996421,1,"E V","Belogubova","EV","Group of Molecular Diagnostics, N.N. Petrov Institute of Oncology, Pesochny-2, 189646, St-Petersburg, Russia."
10996421,2,"A V","Togo","AV",""
10996421,3,"T V","Kondratieva","TV",""
10996421,4,"V G","Lemehov","VG",""
10996421,5,"K P","Hanson","KP",""
10996421,6,"E N","Imyanitov","EN",""
11007341,1,"G A","Westphal","GA","Abteilung für Arbeits- und Sozialmedizin, Georg-August-Universität Göttingen, Germany. gwestph@gwdg.de"
11007341,2,"A","Schnuch","A",""
11007341,3,"T G","Schulz","TG",""
11007341,4,"K","Reich","K",""
11007341,5,"W","Aberer","W",""
11007341,6,"J","Brasch","J",""
11007341,7,"P","Koch","P",""
11007341,8,"R","Wessbecher","R",""
11007341,9,"C","Szliska","C",""
11007341,10,"A","Bauer","A",""
11007341,11,"E","Hallier","E",""
11008920,1,"S J","London","SJ","Epidemiology Branch, National Institute of Environmental Health Sciences, Research Triangle Park, North Carolina 27709, USA."
11008920,2,"J M","Yuan","JM",""
11008920,3,"G A","Coetzee","GA",""
11008920,4,"Y T","Gao","YT",""
11008920,5,"R K","Ross","RK",""
11008920,6,"M C","Yu","MC",""
11015213,1,"J A","Hornby","JA","Protein Structure-Function Research Program, Department of Molecular and Cell Biology, University of the Witwatersrand, Johannesburg 2050, South Africa."
11015213,2,"J K","Luo","JK",""
11015213,3,"J M","Stevens","JM",""
11015213,4,"L A","Wallace","LA",""
11015213,5,"W","Kaplan","W",""
11015213,6,"R N","Armstrong","RN",""
11015213,7,"H W","Dirr","HW",""
11018745,1,"S","Pavanello","S","Dipartimento di Medicina Ambientale e Sanita' Pubblica, Universita' di Padova, Via Giustiniani 2, 35128, Padova, Italy."
11018745,2,"E","Clonfero","E",""
11037803,1,"I","Stücker","I","Unité de Recherches Epidémiologiques et Statistiques sur l'Environnement et la Santé, (Epidemiologic and Statistical Research on Environment and Health), Villejuif, France. stucker@vjf.inserm.fr"
11037803,2,"M","Jacquet","M",""
11037803,3,"I","de Waziers","I",""
11037803,4,"S","Cénée","S",""
11037803,5,"P","Beaune","P",""
11037803,6,"P","Kremers","P",""
11037803,7,"D","Hémon","D",""
11040079,1,"E","Juronen","E","Department of Human Biology and Genetics, Institute of General and Molecular Pathology, Estonia. ejuronen@ut.ee"
11040079,2,"G","Tasa","G",""
11040079,3,"S","Veromann","S",""
11040079,4,"L","Parts","L",""
11040079,5,"A","Tiidla","A",""
11040079,6,"R","Pulges","R",""
11040079,7,"A","Panov","A",""
11040079,8,"L","Soovere","L",""
11040079,9,"K","Koka","K",""
11040079,10,"A V","Mikelsaar","AV",""
11045782,1,"M R","Spitz","MR","Department of Epidemiology The University of Texas M. D. Anderson Cancer Center, Houston 77030, USA. mspitz@mdanderson.org"
11045782,2,"C M","Duphorne","CM",""
11045782,3,"M A","Detry","MA",""
11045782,4,"P C","Pillow","PC",""
11045782,5,"C I","Amos","CI",""
11045782,6,"L","Lei","L",""
11045782,7,"M","de Andrade","M",""
11045782,8,"X","Gu","X",""
11045782,9,"W K","Hong","WK",""
11045782,10,"X","Wu","X",""
11045791,1,"A","Rundle","A","Division of Environmental Health Sciences, Joseph L. Mailman School of Public Health, Columbia University, New York, New York 10032, USA."
11045791,2,"D","Tang","D",""
11045791,3,"J","Zhou","J",""
11045791,4,"S","Cho","S",""
11045791,5,"F","Perera","F",""
11045797,1,"P V","Nerurkar","PV","Cancer Research Center of Hawaii, Etiology Program, University of Hawaii, Honolulu 96813, USA."
11045797,2,"L","Okinaka","L",""
11045797,3,"C","Aoki","C",""
11045797,4,"A","Seifried","A",""
11045797,5,"A","Lum-Jones","A",""
11045797,6,"L R","Wilkens","LR",""
11045797,7,"L","Le Marchand","L",""
11055624,1,"D","Wu","D","Research Institute for Biomedicine, Anhui Medical University, China."
11055624,2,"X","Wang","X",""
11055624,3,"D","Chen","D",""
11055624,4,"T","Niu","T",""
11055624,5,"J","Ni","J",""
11055624,6,"X","Liu","X",""
11055624,7,"X","Xu","X",""
11056682,1,"S","Lizard-Nacol","S","Laboratory of Molecular Genetics, Centre Georges-François Leclerc, 1 rue du Professeur Marion, 21034 Dijon Cedex, France. Slizard@dijon.fnclcc.fr"
11056682,2,"B","Coudert","B",""
11056682,3,"P","Colosetti","P",""
11056682,4,"J M","Riedinger","JM",""
11056682,5,"P","Fargeot","P",""
11056682,6,"P","Brunet-Lecomte","P",""
11059519,1,"C","Kiyohara","C","Department of Public Health, School of Medicine, Kyushu University, Fukuoka, Japan."
11062156,1,"J G","Ford","JG","Division of Pulmonary and Critical Care Medicine, Harlem Hospital Center, Columbia College of Physicians and Surgeons, New York, NY 10037, USA. jf24@columbia.edu"
11062156,2,"Y","Li","Y",""
11062156,3,"M M","O'Sullivan","MM",""
11062156,4,"R","Demopoulos","R",""
11062156,5,"S","Garte","S",""
11062156,6,"E","Taioli","E",""
11062156,7,"P W","Brandt-Rauf","PW",""
11081456,1,"U","Peters","U","Institute for Human Genetics, University of Münster, Germany. petersul@uni-muenster.de"
11081456,2,"S","Preisler-Adams","S",""
11081456,3,"A","Hebeisen","A",""
11081456,4,"M","Hahn","M",""
11081456,5,"E","Seifert","E",""
11081456,6,"C","Lanvers","C",""
11081456,7,"A","Heinecke","A",""
11081456,8,"J","Horst","J",""
11081456,9,"H","Jürgens","H",""
11081456,10,"A","Lamprecht-Dinnesen","A",""
11085692,1,"S J","London","SJ","USC/Norris Comprehensive Cancer Center, Keck School of Medicine, University of Southern California, Los Angeles 90033, USA."
11085692,2,"J M","Yuan","JM",""
11085692,3,"F L","Chung","FL",""
11085692,4,"Y T","Gao","YT",""
11085692,5,"G A","Coetzee","GA",""
11085692,6,"R K","Ross","RK",""
11085692,7,"M C","Yu","MC",""
11097350,1,"Y J","Hong","YJ","Department of Clinical Pathology, Korea Cancer Center Hospital, Seoul. clinchem@kcchsun.kcch.re.kr"
11097350,2,"J K","Lee","JK",""
11097350,3,"G H","Lee","GH",""
11097350,4,"S I","Hong","SI",""
11107547,1,"C","Junien","C","Inserm Unité de Recherche 383 Génétique, Chromosome et Cancer, Groupe Hospitalier Necker Enfants Malades, Paris."
11107547,2,"J M","Dupret","JM",""
11107547,3,"C","Gallou","C",""
11107547,4,"S","Longuemaux","S",""
11107547,5,"S","Richard","S",""
11107547,6,"C","Saquet","C",""
11107547,7,"R","Krishnamoorty","R",""
11107547,8,"C","Delomenie","C",""
11107547,9,"D","Droz","D",""
11107547,10,"R","Bouvier","R",""
11107547,11,"D","Chauveau","D",""
11107547,12,"D","Joly","D",""
11107547,13,"J P","Grunfeld","JP",""
11107547,14,"Y","Chretien","Y",""
11107547,15,"A","Mejean","A",""
11107547,16,"C","Beroud","C",""
11122850,1,"M L","Clapper","ML","Fox Chase Cancer Center, 7701 Burholme Avenue, Philadelphia, PA 19111, USA. ml_clapper@fccc.edu"
11131031,1,"C","Steinhoff","C","Urologische Klinik, Heinrich Heine Universität, Düsseldorf, Germany."
11131031,2,"K H","Franke","KH",""
11131031,3,"K","Golka","K",""
11131031,4,"R","Thier","R",""
11131031,5,"H C","Römer","HC",""
11131031,6,"C","Rötzel","C",""
11131031,7,"R","Ackermann","R",""
11131031,8,"W A","Schulz","WA",""
11133820,1,"F L","Chung","FL","Division of Carcinogenesis and Molecular Epidemiology, American Health Foundation, Valhalla, NY 10595, USA. chungahf@aol.com"
11133820,2,"C C","Conaway","CC",""
11133820,3,"C V","Rao","CV",""
11133820,4,"B S","Reddy","BS",""
11137199,1,"C M","Dresler","CM","Department of Surgical Onccology, Fox Chase Cancer Center, Philadelphia, PA 19111, USA. carolyn.m.dresler@sb.com"
11137199,2,"C","Fratelli","C",""
11137199,3,"J","Babb","J",""
11137199,4,"L","Everley","L",""
11137199,5,"A A","Evans","AA",""
11137199,6,"M L","Clapper","ML",""
11142418,1,"S N","Kelada","SN","Department of Environmental Health Sciences, University of Michigan School of Public Health, Ann Arbor 48109, USA."
11142418,2,"S L","Kardia","SL",""
11142418,3,"A H","Walker","AH",""
11142418,4,"A J","Wein","AJ",""
11142418,5,"S B","Malkowicz","SB",""
11142418,6,"T R","Rebbeck","TR",""
11142424,1,"J E","Goodman","JE","Department of Environmental Health Sciences, The Johns Hopkins School of Hygiene and Public Health, Baltimore, Maryland, USA."
11142424,2,"J A","Lavigne","JA",""
11142424,3,"J G","Hengstler","JG",""
11142424,4,"B","Tanner","B",""
11142424,5,"K J","Helzlsouer","KJ",""
11142424,6,"J D","Yager","JD",""
11159742,1,"S W","Baxter","SW","VBCRC Cancer Genetics Laboratory, Peter MacCallum Cancer Institute, Locked Bag No. 1 A'Beckett St., Victoria 8006, Australia."
11159742,2,"E J","Thomas","EJ",""
11159742,3,"I G","Campbell","IG",""
11159743,1,"A B","Spurdle","AB","Cancer Unit, Joint Experimental Oncology Programme, The Queensland Institute of Medical Research, Queensland 4029, Australia. mandys@qimr.edu.au"
11159743,2,"P M","Webb","PM",""
11159743,3,"D M","Purdie","DM",""
11159743,4,"X","Chen","X",""
11159743,5,"A","Green","A",""
11159743,6,"G","Chenevix-Trench","G",""
11162685,1,"E","Taioli","E","Laboratorio Epidemiologico, Ospedale Policlinico IRCCS, Milan, Italy. sgen@iol.it"
11162685,2,"D","Mari","D",""
11162685,3,"C","Franceschi","C",""
11162685,4,"M","Bonafè","M",""
11162685,5,"D","Monti","D",""
11162685,6,"S","Bertolini","S",""
11162685,7,"D","Marinelli","D",""
11162685,8,"S","Garte","S",""
11164984,1,"I","Onaran","I","Division of Biomedical Sciences, Cerrahpaşa Medical Faculty, Istanbul University, Istanbul, Turkey. ilonaran@istanbul.edu.tr"
11164984,2,"G","Güven","G",""
11164984,3,"A","Ozaydin","A",""
11164984,4,"T","Ulutin","T",""
11165755,1,"H","Inoue","H","Department of Preventive Medicine, Graduate School of Medical Sciences, Kyushu University, Maidashi 3-1-1, Higashi-ku, Fukuoka 812-8582, Japan. hisakoi@phealth.med.kyushu-u.ac.jp"
11165755,2,"C","Kiyohara","C",""
11165755,3,"S","Shinomiya","S",""
11165755,4,"T","Marugame","T",""
11165755,5,"E","Tsuji","E",""
11165755,6,"K","Handa","K",""
11165755,7,"H","Hayabuchi","H",""
11165755,8,"H","Eguchi","H",""
11165755,9,"Y","Fukushima","Y",""
11165755,10,"S","Kono","S",""
11169956,1,"C M","Maugard","CM","Centre René Gauducheau, CRLCC Nantes-Atlantique, Saint-Herblain, France. christinemaugard@yahoo.com"
11169956,2,"J","Charrier","J",""
11169956,3,"A","Pitard","A",""
11169956,4,"L","Campion","L",""
11169956,5,"O","Akande","O",""
11169956,6,"L","Pleasants","L",""
11169956,7,"F","Ali-Osman","F",""
11170238,1,"S A","Salama","SA","Department of Preventive Medicine and Community Health, The University of Texas Medical Branch, 700 Harborside Drive, Galveston, TX 77555-1110, USA."
11170238,2,"C H","Sierra-Torres","CH",""
11170238,3,"H Y","Oh","HY",""
11170238,4,"F A","Hamada","FA",""
11170238,5,"W W","Au","WW",""
11173863,1,"E","Schnakenberg","E","Center for Human Genetics and Genetic Counselling, University of Bremen, Bremen , Germany. phagen@uni-bremen.de"
11173863,2,"R","Breuer","R",""
11173863,3,"R","Werdin","R",""
11173863,4,"K","Dreikorn","K",""
11173863,5,"W","Schloot","W",""
11181039,1,"S","Harada","S","Institute of Community Medicine, University of Tsukuba, Tennodai 1,1,1, Tsukuba, Ibaraki 305-8575, Japan."
11181039,2,"H","Tachikawa","H",""
11181039,3,"Y","Kawanishi","Y",""
11181983,1,"C W","Gradden","CW","Regional Renal Unit, Royal Liverpool Hospital, Liverpool, UK. farndon@freeuk.com"
11181983,2,"P","Pai","P",""
11181983,3,"P","Hindell","P",""
11181983,4,"D J","O'Donoghue","DJ",""
11181983,5,"H","Mason","H",""
11181983,6,"G M","Bell","GM",""
11186133,1,"M","Pirmohamed","M","Department of Pharmacology and Terapeutics, The University of Liverpool, UK. munirp@liv.ac.uk"
11186133,2,"A","Alfirevic","A",""
11186133,3,"J","Vilar","J",""
11186133,4,"A","Stalford","A",""
11186133,5,"E G","Wilkins","EG",""
11186133,6,"E","Sim","E",""
11186133,7,"B K","Park","BK",""
11186134,1,"G","Anderer","G","Department of Pediatric Hematology and Oncology, Children's Hospital, Hannover Medical School, Germany."
11186134,2,"M","Schrappe","M",""
11186134,3,"A M","Brechlin","AM",""
11186134,4,"M","Lauten","M",""
11186134,5,"P","Muti","P",""
11186134,6,"K","Welte","K",""
11186134,7,"M","Stanulla","M",""
11191882,1,"J","Sarmanová","J","Biotransformations Group, Center of Occupational Diseases, National Institute of Public Health, Praha, Czech Republic."
11191882,2,"L","Tynková","L",""
11191882,3,"S","Süsová","S",""
11191882,4,"I","Gut","I",""
11191882,5,"P","Soucek","P",""
11195464,1,"T E","Massey","TE","Department of Pharmacology and Toxicology, Queen's University, Kingston, Ontario, Canada. masseyt@post.queensu.ca"
11195464,2,"G B","Smith","GB",""
11195464,3,"A S","Tam","AS",""
11198676,1,"G J","Gattás","GJ","Department of Legal Medicine, Ethics and Occupational Health, Medical School, University of São Paulo, Brazil. gfgattas@usp.br"
11198676,2,"J A","Soares-Vieira","JA",""
11201055,1,"I","Onaran","I","Division of Biomedical Sciences, Cerrahpasa Medical Faculty, Istanbul University, Turkey. ilonaran@istanbul.edu.tr"
11201055,2,"A","Ozaydin","A",""
11201055,3,"S B","Ozdas","SB",""
11201055,4,"T","Ulutin","T",""
11201682,1,"I","Kiss","I","Department of Public Health, Medical Faculty, University of Sciences Pécs, Hungary. op@pubhealth.pote.hu"
11201682,2,"J","Sándor","J",""
11201682,3,"I","Ember","I",""
11202185,1,"E V","Belogubova","EV","N.N. Petrov Research Institute of Oncology, Ministry of Health of the RF, St. Petersburg."
11202185,2,"A V","Togo","AV",""
11202185,3,"T V","Kondrat'eva","TV",""
11202185,4,"V G","Lemekhov","VG",""
11202185,5,"A S","Barchuk","AS",""
11202185,6,"S M","Romanenko","SM",""
11202185,7,"K P","Khanson","KP",""
11202185,8,"E N","Imianitov","EN",""
11202642,1,"V V","Liakhovich","VV",""
11202642,2,"V A","Vavilin","VA",""
